Séance,Instrument,Ticker,Ouverture,Dernier_Cours,+haut_du_jour,+bas du jour,Nombre_de_titres_échangés,Volume_des_échanges,Nombre_de_transactions,Capitalisation
25/05/2023,ATTIJARIWAFA BANK,ATW,"418,15","418,05","421,00","418,00",22 704,"9 494 425,10",57,"89 939 627 743,95"
24/05/2023,ATTIJARIWAFA BANK,ATW,"415,10","423,50","424,95","415,10",308 775,"130 729 004,50",142,"91 112 145 316,50"
23/05/2023,ATTIJARIWAFA BANK,ATW,"404,20","408,00","409,95","404,20",6 068,"2 476 201,75",15,"87 777 462 312,00"
22/05/2023,ATTIJARIWAFA BANK,ATW,"404,00","407,90","407,90","403,15",2 188,"886 265,50",11,"87 755 948 228,10"
19/05/2023,ATTIJARIWAFA BANK,ATW,"407,00","408,50","408,50","403,10",10 995,"4 490 321,80",15,"87 885 032 731,50"
18/05/2023,ATTIJARIWAFA BANK,ATW,"405,55","405,00","410,00","405,00",14 981,"6 078 031,90",26,"87 132 039 795,00"
17/05/2023,ATTIJARIWAFA BANK,ATW,"411,00","408,00","411,00","405,10",11 914,"4 861 184,70",27,"87 777 462 312,00"
16/05/2023,ATTIJARIWAFA BANK,ATW,"403,05","412,00","415,00","403,05",32 908,"13 525 644,55",66,"88 638 025 668,00"
15/05/2023,ATTIJARIWAFA BANK,ATW,"409,95","405,00","409,95","405,00",4 655,"1 889 377,50",27,"87 132 039 795,00"
12/05/2023,ATTIJARIWAFA BANK,ATW,"398,00","406,00","409,95","398,00",55 320,"22 426 228,65",51,"87 347 180 634,00"
11/05/2023,ATTIJARIWAFA BANK,ATW,"402,95","398,00","402,95","397,00",14 396,"5 726 994,55",20,"85 626 053 922,00"
10/05/2023,ATTIJARIWAFA BANK,ATW,"396,35","397,50","399,90","396,35",15 795,"6 285 527,00",34,"85 518 483 502,50"
09/05/2023,ATTIJARIWAFA BANK,ATW,"396,00","396,00","400,00","395,00",15 126,"6 002 322,25",40,"85 195 772 244,00"
08/05/2023,ATTIJARIWAFA BANK,ATW,"398,10","396,00","398,85","396,00",6 193,"2 458 533,75",42,"85 195 772 244,00"
05/05/2023,ATTIJARIWAFA BANK,ATW,"400,00","398,05","400,00","398,05",5 474,"2 181 671,45",7,"85 636 810 963,95"
04/05/2023,ATTIJARIWAFA BANK,ATW,"397,00","398,00","398,00","397,00",3 977,"1 581 738,00",26,"85 626 053 922,00"
03/05/2023,ATTIJARIWAFA BANK,ATW,"399,00","399,00","399,00","397,00",6 248,"2 489 307,00",34,"85 841 194 761,00"
02/05/2023,ATTIJARIWAFA BANK,ATW,"404,90","400,10","404,90","400,00",9 782,"3 915 979,05",31,"86 077 849 683,90"
28/04/2023,ATTIJARIWAFA BANK,ATW,"403,00","404,90","404,90","400,25",13 695,"5 542 803,50",26,"87 110 525 711,10"
27/04/2023,ATTIJARIWAFA BANK,ATW,"400,20","403,00","403,00","397,00",5 751,"2 305 136,40",29,"86 701 758 117,00"
26/04/2023,ATTIJARIWAFA BANK,ATW,"404,95","400,20","404,95","400,00",29 767,"11 941 542,75",30,"86 099 363 767,80"
25/04/2023,ATTIJARIWAFA BANK,ATW,"401,75","405,00","405,00","400,10",21 377,"8 640 868,85",33,"87 132 039 795,00"
21/04/2023,ATTIJARIWAFA BANK,ATW,"400,00","402,00","402,00","400,00",18 900,"7 597 560,00",16,"86 486 617 278,00"
20/04/2023,ATTIJARIWAFA BANK,ATW,"400,00","400,00","405,00","400,00",3 475,"1 392 363,05",17,"86 056 335 600,00"
19/04/2023,ATTIJARIWAFA BANK,ATW,"400,00","400,05","400,05","400,00",27 845,"11 138 375,00",23,"86 067 092 641,95"
18/04/2023,ATTIJARIWAFA BANK,ATW,"400,00","400,00","400,00","400,00",21 411,"8 564 400,00",21,"86 056 335 600,00"
17/04/2023,ATTIJARIWAFA BANK,ATW,"400,00","400,10","402,00","400,00",10 339,"4 135 922,90",20,"86 077 849 683,90"
14/04/2023,ATTIJARIWAFA BANK,ATW,"400,00","400,05","402,00","400,00",884,"353 825,00",15,"86 067 092 641,95"
13/04/2023,ATTIJARIWAFA BANK,ATW,"398,00","400,00","402,00","398,00",7 019,"2 806 941,40",13,"86 056 335 600,00"
12/04/2023,ATTIJARIWAFA BANK,ATW,"400,00","400,05","403,95","396,60",14 658,"5 890 454,65",20,"86 067 092 641,95"
11/04/2023,ATTIJARIWAFA BANK,ATW,"400,00","404,00","404,00","400,00",13 237,"5 304 514,00",23,"86 916 898 956,00"
10/04/2023,ATTIJARIWAFA BANK,ATW,"400,00","400,00","400,10","400,00",92 575,"37 030 000,20",34,"86 056 335 600,00"
07/04/2023,ATTIJARIWAFA BANK,ATW,"400,00","400,05","402,95","400,00",4 621,"1 848 668,75",14,"86 067 092 641,95"
06/04/2023,ATTIJARIWAFA BANK,ATW,"403,95","400,00","403,95","398,05",110 864,"44 345 507,65",13,"86 056 335 600,00"
05/04/2023,ATTIJARIWAFA BANK,ATW,"401,90","404,00","404,00","400,00",69 967,"27 990 143,55",39,"86 916 898 956,00"
04/04/2023,ATTIJARIWAFA BANK,ATW,"400,00","400,00","402,00","400,00",19 590,"7 836 177,45",43,"86 056 335 600,00"
03/04/2023,ATTIJARIWAFA BANK,ATW,"400,00","400,00","400,00","400,00",150,"60 000,00",3,"86 056 335 600,00"
31/03/2023,ATTIJARIWAFA BANK,ATW,"397,30","396,15","400,00","396,15",496 890,"198 710 755,15",47,"85 228 043 369,85"
30/03/2023,ATTIJARIWAFA BANK,ATW,"397,00","403,00","403,00","397,00",966,"386 684,00",18,"86 701 758 117,00"
29/03/2023,ATTIJARIWAFA BANK,ATW,"397,00","400,00","400,00","397,00",3 165,"1 265 514,00",17,"86 056 335 600,00"
28/03/2023,ATTIJARIWAFA BANK,ATW,"395,50","400,00","400,00","395,50",12 053,"4 818 488,95",25,"86 056 335 600,00"
27/03/2023,ATTIJARIWAFA BANK,ATW,"394,05","400,00","400,00","394,05",3 182,"1 270 851,10",26,"86 056 335 600,00"
24/03/2023,ATTIJARIWAFA BANK,ATW,"400,00","395,10","400,00","393,00",24 082,"9 596 416,40",43,"85 002 145 488,90"
23/03/2023,ATTIJARIWAFA BANK,ATW,"396,00","400,00","400,00","396,00",8 880,"3 551 800,00",9,"86 056 335 600,00"
22/03/2023,ATTIJARIWAFA BANK,ATW,"395,00","400,00","400,00","386,20",25 030,"9 875 147,20",55,"86 056 335 600,00"
21/03/2023,ATTIJARIWAFA BANK,ATW,"383,00","386,00","394,45","383,00",1 467,"563 820,25",43,"83 044 363 854,00"
20/03/2023,ATTIJARIWAFA BANK,ATW,"397,00","396,00","400,00","396,00",170,"67 398,60",16,"85 195 772 244,00"
17/03/2023,ATTIJARIWAFA BANK,ATW,"396,00","396,10","400,00","396,00",28 615,"11 394 269,00",55,"85 217 286 327,90"
16/03/2023,ATTIJARIWAFA BANK,ATW,"396,05","398,70","399,95","396,00",9 690,"3 864 009,55",24,"85 776 652 509,30"
15/03/2023,ATTIJARIWAFA BANK,ATW,"402,00","396,10","402,00","396,00",1 765,"699 182,95",13,"85 217 286 327,90"
14/03/2023,ATTIJARIWAFA BANK,ATW,"395,15","400,00","403,75","395,00",12 212,"4 878 018,90",53,"86 056 335 600,00"
13/03/2023,ATTIJARIWAFA BANK,ATW,"395,00","396,00","405,00","395,00",5 302,"2 124 995,65",29,"85 195 772 244,00"
10/03/2023,ATTIJARIWAFA BANK,ATW,"400,00","399,00","400,00","395,00",30 113,"12 009 923,35",37,"85 841 194 761,00"
09/03/2023,ATTIJARIWAFA BANK,ATW,"399,00","399,00","399,00","395,50",5 178,"2 066 012,00",11,"85 841 194 761,00"
08/03/2023,ATTIJARIWAFA BANK,ATW,"399,00","399,00","404,00","394,00",362,"144 336,80",20,"85 841 194 761,00"
07/03/2023,ATTIJARIWAFA BANK,ATW,"400,10","400,00","400,50","399,00",1 279,"511 085,15",15,"86 056 335 600,00"
06/03/2023,ATTIJARIWAFA BANK,ATW,"405,00","400,00","405,50","399,00",4 075,"1 644 929,85",48,"86 056 335 600,00"
03/03/2023,ATTIJARIWAFA BANK,ATW,"410,00","409,90","410,00","406,00",496,"202 036,50",18,"88 186 229 906,10"
02/03/2023,ATTIJARIWAFA BANK,ATW,"419,90","406,10","419,90","406,10",9 419,"3 843 503,45",68,"87 368 694 717,90"
01/03/2023,ATTIJARIWAFA BANK,ATW,"425,10","415,00","430,00","415,00",97 309,"40 974 275,00",98,"89 283 448 185,00"
28/02/2023,ATTIJARIWAFA BANK,ATW,"411,30","422,00","425,00","411,30",68 135,"28 765 856,30",123,"90 789 434 058,00"
27/02/2023,ATTIJARIWAFA BANK,ATW,"406,50","412,00","412,00","406,50",16 993,"6 994 034,50",51,"88 638 025 668,00"
24/02/2023,ATTIJARIWAFA BANK,ATW,"400,05","409,00","411,00","400,05",47 240,"19 305 072,75",84,"87 992 603 151,00"
23/02/2023,ATTIJARIWAFA BANK,ATW,"400,80","402,05","402,05","400,00",74 567,"29 850 966,15",52,"86 497 374 319,95"
22/02/2023,ATTIJARIWAFA BANK,ATW,"392,00","402,00","402,00","392,00",127 132,"50 599 041,30",92,"86 486 617 278,00"
21/02/2023,ATTIJARIWAFA BANK,ATW,"392,05","393,00","393,00","391,00",4 925,"1 927 857,10",40,"84 550 349 727,00"
20/02/2023,ATTIJARIWAFA BANK,ATW,"395,95","396,55","396,55","393,10",25 648,"10 143 875,95",29,"85 314 099 705,45"
17/02/2023,ATTIJARIWAFA BANK,ATW,"382,15","394,00","395,00","382,15",67 662,"26 636 357,10",37,"84 765 490 566,00"
16/02/2023,ATTIJARIWAFA BANK,ATW,"381,05","385,00","385,00","381,05",8 003,"3 080 472,45",9,"82 829 223 015,00"
15/02/2023,ATTIJARIWAFA BANK,ATW,"390,00","382,00","390,00","378,00",22 838,"8 765 698,30",35,"82 183 800 498,00"
14/02/2023,ATTIJARIWAFA BANK,ATW,"390,00","378,15","390,00","378,15",11 361,"4 304 267,95",65,"81 355 508 267,85"
13/02/2023,ATTIJARIWAFA BANK,ATW,"395,00","390,05","395,00","390,00",1 931,"761 318,70",32,"83 915 684 251,95"
10/02/2023,ATTIJARIWAFA BANK,ATW,"399,00","395,00","399,35","395,00",66 432,"26 324 498,10",51,"84 980 631 405,00"
09/02/2023,ATTIJARIWAFA BANK,ATW,"400,00","396,00","400,00","396,00",76 643,"30 432 189,50",65,"85 195 772 244,00"
08/02/2023,ATTIJARIWAFA BANK,ATW,"386,00","394,00","395,00","385,00",112 705,"44 080 529,95",90,"84 765 490 566,00"
07/02/2023,ATTIJARIWAFA BANK,ATW,"375,00","397,45","397,45","375,00",24 825,"9 469 261,15",49,"85 507 726 460,55"
06/02/2023,ATTIJARIWAFA BANK,ATW,"373,10","375,00","378,90","371,50",15 811,"5 896 328,15",33,"80 677 814 625,00"
03/02/2023,ATTIJARIWAFA BANK,ATW,"375,00","373,00","375,00","372,05",15 970,"5 964 334,25",26,"80 247 532 947,00"
02/02/2023,ATTIJARIWAFA BANK,ATW,"365,00","372,90","372,90","365,00",66 508,"24 575 531,10",78,"80 226 018 863,10"
01/02/2023,ATTIJARIWAFA BANK,ATW,"360,00","365,00","365,00","360,00",48 136,"17 468 016,95",36,"78 526 406 235,00"
31/01/2023,ATTIJARIWAFA BANK,ATW,"360,00","360,00","360,00","357,95",29 095,"10 444 891,25",44,"77 450 702 040,00"
30/01/2023,ATTIJARIWAFA BANK,ATW,"360,00","355,05","360,00","355,05",2 002,"718 433,75",29,"76 385 754 886,95"
27/01/2023,ATTIJARIWAFA BANK,ATW,"360,00","358,00","365,00","358,00",66 951,"24 085 506,00",64,"77 020 420 362,00"
26/01/2023,ATTIJARIWAFA BANK,ATW,"368,00","360,00","368,00","359,00",43 819,"15 813 233,00",74,"77 450 702 040,00"
25/01/2023,ATTIJARIWAFA BANK,ATW,"365,00","364,50","365,00","364,50",21 864,"7 974 568,75",29,"78 418 835 815,50"
24/01/2023,ATTIJARIWAFA BANK,ATW,"369,00","365,00","369,00","365,00",26 807,"9 799 146,55",45,"78 526 406 235,00"
23/01/2023,ATTIJARIWAFA BANK,ATW,"370,00","368,40","370,00","360,00",10 766,"3 916 506,40",42,"79 257 885 087,60"
20/01/2023,ATTIJARIWAFA BANK,ATW,"370,00","368,00","370,00","365,50",28 423,"10 459 751,40",23,"79 171 828 752,00"
19/01/2023,ATTIJARIWAFA BANK,ATW,"371,00","368,00","372,95","360,00",26 849,"9 935 482,55",71,"79 171 828 752,00"
18/01/2023,ATTIJARIWAFA BANK,ATW,"373,00","372,00","374,00","372,00",31 495,"11 730 487,80",58,"80 032 392 108,00"
17/01/2023,ATTIJARIWAFA BANK,ATW,"375,00","374,00","375,00","373,35",16 679,"6 238 591,70",49,"80 462 673 786,00"
16/01/2023,ATTIJARIWAFA BANK,ATW,"375,00","374,00","375,00","373,35",60 417,"22 636 219,95",71,"80 462 673 786,00"
13/01/2023,ATTIJARIWAFA BANK,ATW,"370,00","374,00","375,00","370,00",35 625,"13 287 239,25",51,"80 462 673 786,00"
12/01/2023,ATTIJARIWAFA BANK,ATW,"365,00","369,50","370,00","365,00",97 804,"35 714 854,10",73,"79 494 540 010,50"
10/01/2023,ATTIJARIWAFA BANK,ATW,"361,00","360,00","361,00","358,10",76 307,"27 441 324,85",64,"77 450 702 040,00"
09/01/2023,ATTIJARIWAFA BANK,ATW,"360,00","360,00","365,00","360,00",74 720,"27 034 085,80",41,"77 450 702 040,00"
06/01/2023,ATTIJARIWAFA BANK,ATW,"365,00","359,00","370,00","359,00",99 814,"36 074 151,45",117,"77 235 561 201,00"
05/01/2023,ATTIJARIWAFA BANK,ATW,"380,00","364,90","380,00","363,00",29 065,"10 718 438,20",129,"78 504 892 151,10"
04/01/2023,ATTIJARIWAFA BANK,ATW,"385,00","379,50","385,00","379,50",46 214,"17 619 492,80",100,"81 645 948 400,50"
03/01/2023,ATTIJARIWAFA BANK,ATW,"385,40","384,00","390,10","382,05",30 860,"11 864 014,10",79,"82 614 082 176,00"
02/01/2023,ATTIJARIWAFA BANK,ATW,"400,00","385,00","400,00","385,00",2 482,"957 050,10",51,"82 829 223 015,00"
30/12/2022,ATTIJARIWAFA BANK,ATW,"393,50","392,00","395,00","392,00",72 489,"28 422 303,05",47,"84 335 208 888,00"
29/12/2022,ATTIJARIWAFA BANK,ATW,"392,35","395,00","395,00","392,35",35 947,"14 191 684,25",36,"84 980 631 405,00"
28/12/2022,ATTIJARIWAFA BANK,ATW,"392,30","397,00","397,00","390,05",2 336,"922 850,65",29,"85 410 913 083,00"
27/12/2022,ATTIJARIWAFA BANK,ATW,"392,00","397,00","398,95","392,00",27 378,"10 753 859,50",61,"85 410 913 083,00"
26/12/2022,ATTIJARIWAFA BANK,ATW,"400,00","400,00","400,00","400,00",162,"64 800,00",6,"86 056 335 600,00"
23/12/2022,ATTIJARIWAFA BANK,ATW,"400,00","400,00","400,00","396,00",32 088,"12 785 191,60",24,"86 056 335 600,00"
22/12/2022,ATTIJARIWAFA BANK,ATW,"394,00","395,00","400,00","394,00",1 865,"736 692,70",5,"84 980 631 405,00"
21/12/2022,ATTIJARIWAFA BANK,ATW,"390,00","391,00","392,00","390,00",712,"277 912,00",10,"84 120 068 049,00"
20/12/2022,ATTIJARIWAFA BANK,ATW,"403,00","390,00","404,00","390,00",55 000,"22 154 303,20",49,"83 904 927 210,00"
19/12/2022,ATTIJARIWAFA BANK,ATW,"398,00","400,00","400,00","398,00",6,"2 394,00",3,"86 056 335 600,00"
16/12/2022,ATTIJARIWAFA BANK,ATW,"409,80","401,95","409,80","400,00",24 439,"9 831 269,15",38,"86 475 860 236,05"
15/12/2022,ATTIJARIWAFA BANK,ATW,"410,00","410,00","410,00","409,50",32 766,"13 429 870,00",35,"88 207 743 990,00"
14/12/2022,ATTIJARIWAFA BANK,ATW,"409,05","410,00","410,00","409,05",55 826,"22 884 347,10",27,"88 207 743 990,00"
13/12/2022,ATTIJARIWAFA BANK,ATW,"412,00","409,80","412,00","407,50",254 016,"103 904 674,80",22,"88 164 715 822,20"
12/12/2022,ATTIJARIWAFA BANK,ATW,"411,95","409,90","412,00","407,05",13 976,"5 729 925,25",11,"88 186 229 906,10"
09/12/2022,ATTIJARIWAFA BANK,ATW,"408,00","409,90","410,00","406,05",20 583,"8 438 269,40",21,"88 186 229 906,10"
08/12/2022,ATTIJARIWAFA BANK,ATW,"406,50","409,95","410,00","406,50",862 558,"353 604 135,50",29,"88 196 986 948,05"
07/12/2022,ATTIJARIWAFA BANK,ATW,"411,00","410,00","411,00","408,00",192 808,"79 051 251,50",52,"88 207 743 990,00"
06/12/2022,ATTIJARIWAFA BANK,ATW,"412,00","410,00","412,00","408,00",41 055,"16 832 832,00",38,"88 207 743 990,00"
05/12/2022,ATTIJARIWAFA BANK,ATW,"406,05","410,00","410,00","405,10",2 075,"850 220,85",23,"88 207 743 990,00"
02/12/2022,ATTIJARIWAFA BANK,ATW,"410,00","410,00","410,00","405,65",15 511,"6 359 348,30",33,"88 207 743 990,00"
01/12/2022,ATTIJARIWAFA BANK,ATW,"405,00","410,00","411,05","405,00",16 537,"6 781 578,30",33,"88 207 743 990,00"
30/11/2022,ATTIJARIWAFA BANK,ATW,"405,25","403,00","408,00","401,00",62 881,"25 385 455,15",69,"86 701 758 117,00"
29/11/2022,ATTIJARIWAFA BANK,ATW,"410,00","409,00","410,00","406,00",19 363,"7 927 594,65",30,"87 992 603 151,00"
28/11/2022,ATTIJARIWAFA BANK,ATW,"410,00","410,00","411,00","410,00",26 033,"10 676 550,00",37,"88 207 743 990,00"
25/11/2022,ATTIJARIWAFA BANK,ATW,"405,00","409,95","409,95","405,00",6 136,"2 509 855,00",17,"88 196 986 948,05"
24/11/2022,ATTIJARIWAFA BANK,ATW,"402,55","403,00","410,00","394,10",6 697,"2 705 352,20",23,"86 701 758 117,00"
23/11/2022,ATTIJARIWAFA BANK,ATW,"402,00","405,00","405,00","400,05",5 775,"2 337 065,85",27,"87 132 039 795,00"
22/11/2022,ATTIJARIWAFA BANK,ATW,"401,05","403,50","403,50","401,00",6 579,"2 653 133,30",18,"86 809 328 536,50"
21/11/2022,ATTIJARIWAFA BANK,ATW,"405,00","401,00","405,10","401,00",30 762,"12 368 395,00",56,"86 271 476 439,00"
17/11/2022,ATTIJARIWAFA BANK,ATW,"395,00","405,00","405,00","395,00",44 065,"17 638 015,25",85,"87 132 039 795,00"
16/11/2022,ATTIJARIWAFA BANK,ATW,"385,00","390,00","390,05","385,00",25 203,"9 773 977,45",65,"83 904 927 210,00"
15/11/2022,ATTIJARIWAFA BANK,ATW,"379,00","383,10","383,10","378,00",37 844,"14 399 072,40",64,"82 420 455 420,90"
14/11/2022,ATTIJARIWAFA BANK,ATW,"378,00","378,00","378,00","375,00",9 657,"3 626 656,60",28,"81 323 237 142,00"
11/11/2022,ATTIJARIWAFA BANK,ATW,"380,00","373,00","380,00","370,10",150 153,"55 764 932,80",101,"80 247 532 947,00"
10/11/2022,ATTIJARIWAFA BANK,ATW,"389,00","372,00","389,00","372,00",58 537,"22 213 733,90",72,"80 032 392 108,00"
09/11/2022,ATTIJARIWAFA BANK,ATW,"388,00","387,00","389,90","386,65",46 051,"17 886 787,00",25,"83 259 504 693,00"
08/11/2022,ATTIJARIWAFA BANK,ATW,"386,25","387,80","392,00","386,25",20 028,"7 796 293,10",17,"83 431 617 364,20"
07/11/2022,ATTIJARIWAFA BANK,ATW,"393,50","389,95","393,50","389,95",29 622,"11 552 730,35",21,"83 894 170 168,05"
04/11/2022,ATTIJARIWAFA BANK,ATW,"388,00","388,00","390,00","388,00",29 869,"11 638 408,95",30,"83 474 645 532,00"
03/11/2022,ATTIJARIWAFA BANK,ATW,"390,00","390,00","394,00","387,00",2 903,"1 132 367,20",14,"83 904 927 210,00"
02/11/2022,ATTIJARIWAFA BANK,ATW,"394,90","390,00","394,90","390,00",4 411,"1 721 205,90",21,"83 904 927 210,00"
01/11/2022,ATTIJARIWAFA BANK,ATW,"390,00","390,00","390,00","389,95",19 185,"7 481 276,75",15,"83 904 927 210,00"
31/10/2022,ATTIJARIWAFA BANK,ATW,"394,00","385,00","395,00","385,00",28 062,"10 890 242,90",30,"82 829 223 015,00"
28/10/2022,ATTIJARIWAFA BANK,ATW,"390,00","390,10","394,00","390,00",13 169,"5 136 245,80",31,"83 926 441 293,90"
27/10/2022,ATTIJARIWAFA BANK,ATW,"380,00","390,00","390,00","380,00",10 229,"3 941 177,90",44,"83 904 927 210,00"
26/10/2022,ATTIJARIWAFA BANK,ATW,"390,50","375,50","394,50","375,50",38 644,"14 593 779,40",104,"80 785 385 044,50"
25/10/2022,ATTIJARIWAFA BANK,ATW,"389,00","395,00","398,00","389,00",27 611,"10 895 092,95",29,"84 980 631 405,00"
24/10/2022,ATTIJARIWAFA BANK,ATW,"390,00","390,05","399,95","390,00",3 432,"1 342 635,60",46,"83 915 684 251,95"
21/10/2022,ATTIJARIWAFA BANK,ATW,"399,00","398,00","400,00","398,00",12 569,"5 012 534,70",32,"85 626 053 922,00"
20/10/2022,ATTIJARIWAFA BANK,ATW,"404,00","399,00","405,00","399,00",34 849,"13 939 644,40",66,"85 841 194 761,00"
19/10/2022,ATTIJARIWAFA BANK,ATW,"410,00","408,00","415,00","403,50",31 888,"12 999 904,15",43,"87 777 462 312,00"
18/10/2022,ATTIJARIWAFA BANK,ATW,"412,00","406,00","412,00","406,00",3 071,"1 253 837,80",35,"87 347 180 634,00"
17/10/2022,ATTIJARIWAFA BANK,ATW,"415,00","412,05","420,00","408,00",12 979,"5 339 750,55",40,"88 648 782 709,95"
14/10/2022,ATTIJARIWAFA BANK,ATW,"417,55","411,05","420,00","411,05",62 183,"25 676 762,55",68,"88 433 641 870,95"
13/10/2022,ATTIJARIWAFA BANK,ATW,"424,00","419,00","424,00","416,40",13 952,"5 847 391,00",34,"90 144 011 541,00"
12/10/2022,ATTIJARIWAFA BANK,ATW,"423,10","424,00","425,00","423,10",24 404,"10 361 317,10",14,"91 219 715 736,00"
11/10/2022,ATTIJARIWAFA BANK,ATW,"425,00","429,00","429,00","423,00",21 851,"9 297 317,75",28,"92 295 419 931,00"
07/10/2022,ATTIJARIWAFA BANK,ATW,"421,05","422,00","425,00","420,00",11 875,"5 008 987,40",28,"90 789 434 058,00"
06/10/2022,ATTIJARIWAFA BANK,ATW,"422,00","421,00","422,00","420,00",10 388,"4 373 580,00",5,"90 574 293 219,00"
05/10/2022,ATTIJARIWAFA BANK,ATW,"416,10","420,00","425,00","416,10",8 855,"3 720 538,75",13,"90 359 152 380,00"
04/10/2022,ATTIJARIWAFA BANK,ATW,"416,15","415,55","420,00","415,00",67 599,"28 059 441,45",23,"89 401 775 646,45"
03/10/2022,ATTIJARIWAFA BANK,ATW,"421,00","415,20","422,00","415,20",2 014,"841 014,00",27,"89 326 476 352,80"
30/09/2022,ATTIJARIWAFA BANK,ATW,"425,00","425,00","425,00","411,00",187 113,"79 394 104,75",68,"91 434 856 575,00"
29/09/2022,ATTIJARIWAFA BANK,ATW,"420,00","421,00","428,00","420,00",47 621,"20 020 312,00",57,"90 574 293 219,00"
28/09/2022,ATTIJARIWAFA BANK,ATW,"431,15","425,00","431,15","420,10",111 012,"47 209 324,60",99,"91 434 856 575,00"
27/09/2022,ATTIJARIWAFA BANK,ATW,"441,05","438,00","441,50","438,00",354 197,"156 052 616,80",44,"94 231 687 482,00"
26/09/2022,ATTIJARIWAFA BANK,ATW,"431,00","440,50","441,00","431,00",51 924,"22 877 700,90",54,"94 769 539 579,50"
23/09/2022,ATTIJARIWAFA BANK,ATW,"437,00","440,50","443,00","437,00",37 179,"16 376 821,30",28,"94 769 539 579,50"
22/09/2022,ATTIJARIWAFA BANK,ATW,"440,00","441,95","441,95","440,00",34 561,"15 226 216,85",45,"95 081 493 796,05"
21/09/2022,ATTIJARIWAFA BANK,ATW,"435,00","439,00","441,00","435,00",3 203,"1 394 441,50",8,"94 446 828 321,00"
20/09/2022,ATTIJARIWAFA BANK,ATW,"441,00","439,80","441,00","437,00",8 811,"3 858 642,40",11,"94 618 940 992,20"
19/09/2022,ATTIJARIWAFA BANK,ATW,"438,00","438,00","438,10","438,00",7 039,"3 083 083,00",18,"94 231 687 482,00"
16/09/2022,ATTIJARIWAFA BANK,ATW,"438,00","441,00","441,00","437,00",30 502,"13 366 277,00",28,"94 877 109 999,00"
15/09/2022,ATTIJARIWAFA BANK,ATW,"436,50","438,00","438,00","435,10",419,"183 324,00",8,"94 231 687 482,00"
14/09/2022,ATTIJARIWAFA BANK,ATW,"438,00","438,00","438,00","437,00",7 622,"3 337 886,00",11,"94 231 687 482,00"
13/09/2022,ATTIJARIWAFA BANK,ATW,"437,00","438,00","438,00","433,20",42 701,"18 660 962,00",21,"94 231 687 482,00"
12/09/2022,ATTIJARIWAFA BANK,ATW,"435,00","435,00","435,00","431,60",1 600,"694 984,35",19,"93 586 264 965,00"
09/09/2022,ATTIJARIWAFA BANK,ATW,"432,05","437,00","437,05","432,05",103 209,"45 084 257,05",41,"94 016 546 643,00"
08/09/2022,ATTIJARIWAFA BANK,ATW,"432,60","432,60","435,00","432,60",5 175,"2 250 733,80",10,"93 069 926 951,40"
07/09/2022,ATTIJARIWAFA BANK,ATW,"432,20","435,50","435,50","432,15",5 194,"2 259 254,95",8,"93 693 835 384,50"
06/09/2022,ATTIJARIWAFA BANK,ATW,"431,10","435,00","435,00","431,10",2 941,"1 275 746,70",24,"93 586 264 965,00"
05/09/2022,ATTIJARIWAFA BANK,ATW,"430,10","432,10","439,00","430,10",24 936,"10 750 157,20",29,"92 962 356 531,90"
02/09/2022,ATTIJARIWAFA BANK,ATW,"439,95","435,00","439,95","432,20",1 910,"840 085,20",9,"93 586 264 965,00"
01/09/2022,ATTIJARIWAFA BANK,ATW,"433,95","432,00","433,95","432,00",830,"358 596,25",8,"92 940 842 448,00"
31/08/2022,ATTIJARIWAFA BANK,ATW,"442,90","436,50","442,90","434,95",12 502,"5 454 959,60",27,"93 908 976 223,50"
30/08/2022,ATTIJARIWAFA BANK,ATW,"437,05","435,15","440,00","435,00",14 575,"6 409 368,60",28,"93 618 536 090,85"
29/08/2022,ATTIJARIWAFA BANK,ATW,"436,10","440,00","440,00","436,10",3 614,"1 590 148,30",14,"94 661 969 160,00"
26/08/2022,ATTIJARIWAFA BANK,ATW,"432,50","440,00","440,00","432,50",15 159,"6 668 767,50",17,"94 661 969 160,00"
25/08/2022,ATTIJARIWAFA BANK,ATW,"433,00","440,00","440,00","432,15",1 672,"728 924,05",12,"94 661 969 160,00"
24/08/2022,ATTIJARIWAFA BANK,ATW,"436,00","439,00","439,00","432,15",2 863,"1 239 664,90",23,"94 446 828 321,00"
23/08/2022,ATTIJARIWAFA BANK,ATW,"447,90","439,55","447,90","436,00",21 981,"9 654 989,30",27,"94 565 155 782,45"
22/08/2022,ATTIJARIWAFA BANK,ATW,"442,05","438,50","442,05","438,50",12 273,"5 414 492,50",33,"94 339 257 901,50"
19/08/2022,ATTIJARIWAFA BANK,ATW,"443,50","445,00","445,00","440,10",11 034,"4 889 606,00",41,"95 737 673 355,00"
18/08/2022,ATTIJARIWAFA BANK,ATW,"449,95","443,50","449,95","442,60",14 888,"6 638 237,05",33,"95 414 962 096,50"
17/08/2022,ATTIJARIWAFA BANK,ATW,"450,20","448,00","450,20","443,30",19 085,"8 588 389,70",18,"96 383 095 872,00"
16/08/2022,ATTIJARIWAFA BANK,ATW,"448,00","450,10","450,10","445,00",14 134,"6 360 339,70",30,"96 834 891 633,90"
15/08/2022,ATTIJARIWAFA BANK,ATW,"446,00","448,00","449,00","442,00",11 135,"4 983 215,15",25,"96 383 095 872,00"
